<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20091118,1.4861,1.499,1.4861,1.496,0
EURUSD,20091119,1.4961,1.4963,1.4843,1.4916,0
EURUSD,20091120,1.4915,1.4935,1.48,1.4861,0
EURUSD,20091122,1.4854,1.4865,1.4833,1.485,0
EURUSD,20091123,1.4849,1.4999,1.4848,1.4961,0
EURUSD,20091124,1.496,1.4988,1.4888,1.4962,0
EURUSD,20091125,1.4963,1.5143,1.4954,1.5136,0
EURUSD,20091126,1.5135,1.514,1.4958,1.5006,0
EURUSD,20091127,1.5007,1.5009,1.4827,1.4967,0
EURUSD,20091129,1.501,1.5021,1.5006,1.5013,0
EURUSD,20091130,1.501,1.5083,1.4963,1.5008,0
EURUSD,20091201,1.5007,1.5116,1.497,1.5075,0
EURUSD,20091202,1.5074,1.5109,1.5031,1.5046,0
EURUSD,20091203,1.5048,1.5141,1.5037,1.5054,0
EURUSD,20091204,1.5053,1.509,1.4821,1.4844,0
EURUSD,20091206,1.4854,1.4874,1.4851,1.487,0
EURUSD,20091207,1.4871,1.4904,1.4755,1.4828,0
EURUSD,20091208,1.4827,1.4866,1.468,1.4704,0
EURUSD,20091209,1.4703,1.4781,1.4668,1.4739,0
EURUSD,20091210,1.4738,1.4759,1.4683,1.4731,0
EURUSD,20091211,1.473,1.4775,1.4585,1.4628,0
EURUSD,20091213,1.4625,1.4629,1.4595,1.4613,0
EURUSD,20091214,1.4611,1.4685,1.4605,1.4651,0
EURUSD,20091215,1.4652,1.4658,1.4503,1.4536,0
EURUSD,20091216,1.4537,1.459,1.4505,1.4529,0
EURUSD,20091217,1.453,1.4532,1.4303,1.4349,0
EURUSD,20091218,1.435,1.4411,1.4261,1.4334,0
EURUSD,20091220,1.4312,1.4326,1.4301,1.431,0
EURUSD,20091221,1.4311,1.4372,1.4265,1.4274,0
EURUSD,20091222,1.4273,1.4331,1.4217,1.4253,0
EURUSD,20091223,1.4254,1.4366,1.4234,1.4328,0
EURUSD,20091224,1.4329,1.4417,1.4328,1.4355,0
EURUSD,20091227,1.4385,1.4393,1.4372,1.4372,0
EURUSD,20091228,1.4371,1.4413,1.4353,1.4373,0
EURUSD,20091229,1.4374,1.4457,1.4331,1.4351,0
EURUSD,20091230,1.435,1.436,1.4273,1.4337,0
EURUSD,20091231,1.4336,1.444,1.4306,1.4316,0
EURUSD,20100103,1.4302,1.4336,1.4296,1.4325,0
EURUSD,20100104,1.4326,1.4455,1.4257,1.4412,0
EURUSD,20100105,1.4411,1.4483,1.4346,1.4362,0
EURUSD,20100106,1.4361,1.4434,1.4282,1.44,0
EURUSD,20100107,1.4401,1.4446,1.4298,1.4305,0
EURUSD,20100108,1.4304,1.4438,1.4263,1.4416,0
EURUSD,20100110,1.4428,1.4428,1.4408,1.4411,0
EURUSD,20100111,1.4412,1.4556,1.4412,1.4513,0
EURUSD,20100112,1.4512,1.4545,1.4453,1.4492,0
EURUSD,20100113,1.4491,1.4578,1.4456,1.45,0
EURUSD,20100114,1.4499,1.4555,1.4446,1.4498,0
EURUSD,20100115,1.4497,1.4511,1.4336,1.4379,0
EURUSD,20100117,1.4354,1.4365,1.4344,1.4347,0
EURUSD,20100118,1.4348,1.44,1.4334,1.4387,0
EURUSD,20100119,1.4389,1.4413,1.4252,1.4286,0
EURUSD,20100120,1.4287,1.4289,1.408,1.4107,0
EURUSD,20100121,1.4106,1.4142,1.4028,1.4084,0
EURUSD,20100122,1.4083,1.4181,1.4065,1.414,0
EURUSD,20100124,1.4156,1.4157,1.414,1.4151,0
EURUSD,20100125,1.415,1.4193,1.4128,1.4147,0
EURUSD,20100126,1.4148,1.4179,1.4042,1.4078,0
EURUSD,20100127,1.4077,1.4096,1.3995,1.4034,0
EURUSD,20100128,1.4033,1.4052,1.3935,1.3961,0
EURUSD,20100129,1.3962,1.3986,1.3862,1.3863,0
EURUSD,20100131,1.3862,1.3867,1.3852,1.3863,0
EURUSD,20100201,1.3862,1.3938,1.3852,1.3932,0
EURUSD,20100202,1.3931,1.3974,1.3886,1.3967,0
EURUSD,20100203,1.3966,1.4025,1.3885,1.3891,0
EURUSD,20100204,1.3888,1.3902,1.3713,1.3727,0
EURUSD,20100205,1.3728,1.3745,1.3585,1.3664,0
EURUSD,20100207,1.3656,1.3665,1.3637,1.3657,0
EURUSD,20100208,1.3656,1.3712,1.3621,1.3655,0
EURUSD,20100209,1.3654,1.3839,1.3649,1.3793,0
EURUSD,20100210,1.3794,1.3812,1.3676,1.3734,0
EURUSD,20100211,1.3733,1.38,1.3595,1.3689,0
EURUSD,20100212,1.3688,1.3694,1.3531,1.3616,0
EURUSD,20100214,1.3625,1.3625,1.3606,1.3616,0
EURUSD,20100215,1.3615,1.3633,1.3578,1.3598,0
EURUSD,20100216,1.3599,1.3778,1.3588,1.3758,0
EURUSD,20100217,1.3759,1.3788,1.3585,1.3599,0
EURUSD,20100218,1.3598,1.3654,1.3482,1.3492,0
EURUSD,20100219,1.3493,1.3607,1.3444,1.3593,0
EURUSD,20100221,1.3635,1.3639,1.3608,1.3613,0
EURUSD,20100222,1.3614,1.3653,1.3573,1.36,0
EURUSD,20100223,1.3601,1.3691,1.3496,1.3512,0
EURUSD,20100224,1.3513,1.3626,1.3501,1.3538,0
EURUSD,20100225,1.3537,1.357,1.3451,1.3539,0
EURUSD,20100226,1.3538,1.3682,1.353,1.3614,0
EURUSD,20100228,1.3624,1.3634,1.3618,1.3619,0
EURUSD,20100301,1.362,1.3653,1.346,1.3568,0
EURUSD,20100302,1.3567,1.3621,1.3435,1.3608,0
EURUSD,20100303,1.3607,1.3735,1.3592,1.3694,0
EURUSD,20100304,1.3695,1.3711,1.3551,1.3579,0
EURUSD,20100305,1.3578,1.3629,1.353,1.3619,0
EURUSD,20100307,1.3631,1.3645,1.363,1.3643,0
EURUSD,20100308,1.3642,1.3703,1.3605,1.3627,0
EURUSD,20100309,1.3626,1.3634,1.3537,1.3601,0
EURUSD,20100310,1.3602,1.3678,1.3544,1.3655,0
EURUSD,20100311,1.3656,1.3686,1.362,1.3676,0
EURUSD,20100312,1.3677,1.3796,1.3669,1.3761,0
EURUSD,20100314,1.3761,1.377,1.3759,1.3759,0
EURUSD,20100315,1.376,1.3775,1.3639,1.3672,0
EURUSD,20100316,1.3671,1.3783,1.3656,1.3763,0
EURUSD,20100317,1.3764,1.3817,1.3726,1.3735,0
EURUSD,20100318,1.3734,1.374,1.3586,1.3607,0
EURUSD,20100319,1.3608,1.3626,1.3502,1.3529,0
EURUSD,20100321,1.3531,1.3532,1.3517,1.3518,0
EURUSD,20100322,1.3519,1.3568,1.3463,1.3558,0
EURUSD,20100323,1.3557,1.3569,1.3475,1.3491,0
EURUSD,20100324,1.349,1.3493,1.3305,1.3327,0
EURUSD,20100325,1.3328,1.3386,1.3267,1.3272,0
EURUSD,20100326,1.3273,1.3424,1.3272,1.3409,0
EURUSD,20100328,1.3471,1.3492,1.3457,1.3482,0
EURUSD,20100329,1.3477,1.3505,1.3418,1.3474,0
EURUSD,20100330,1.3475,1.3536,1.3395,1.342,0
EURUSD,20100331,1.3419,1.3548,1.3384,1.3506,0
EURUSD,20100401,1.3507,1.3591,1.346,1.3583,0
EURUSD,20100402,1.3584,1.359,1.3474,1.3488,0
EURUSD,20100404,1.3496,1.3497,1.3479,1.3493,0
EURUSD,20100405,1.3492,1.3536,1.3459,1.3481,0
EURUSD,20100406,1.348,1.3495,1.3354,1.3392,0
EURUSD,20100407,1.3391,1.3407,1.3324,1.3338,0
EURUSD,20100408,1.3337,1.3366,1.3282,1.3357,0
EURUSD,20100409,1.3356,1.3494,1.3341,1.3494,0
EURUSD,20100411,1.3656,1.3671,1.3611,1.3631,0
EURUSD,20100412,1.3627,1.3691,1.3565,1.3585,0
EURUSD,20100413,1.3586,1.3626,1.3545,1.3615,0
EURUSD,20100414,1.3614,1.3678,1.3594,1.3651,0
EURUSD,20100415,1.365,1.3666,1.3521,1.3579,0
EURUSD,20100416,1.358,1.3581,1.3472,1.3508,0
EURUSD,20100418,1.347,1.3482,1.3466,1.3476,0
EURUSD,20100419,1.3477,1.3497,1.3416,1.3489,0
EURUSD,20100420,1.3488,1.3522,1.3428,1.3441,0
EURUSD,20100421,1.344,1.3446,1.3358,1.3387,0
EURUSD,20100422,1.3388,1.3421,1.3259,1.3285,0
EURUSD,20100423,1.3286,1.3399,1.3201,1.3373,0
EURUSD,20100425,1.3347,1.3364,1.3333,1.3346,0
EURUSD,20100426,1.3347,1.3415,1.3291,1.3392,0
EURUSD,20100427,1.3393,1.3413,1.3144,1.316,0
EURUSD,20100428,1.3161,1.3266,1.3115,1.3204,0
EURUSD,20100429,1.3205,1.3278,1.3184,1.3243,0
EURUSD,20100430,1.3242,1.3341,1.3224,1.3313,0
EURUSD,20100502,1.3356,1.336,1.3326,1.333,0
EURUSD,20100503,1.3329,1.3333,1.3154,1.3189,0
EURUSD,20100504,1.3188,1.3213,1.2963,1.297,0
EURUSD,20100505,1.2971,1.2995,1.279,1.2818,0
EURUSD,20100506,1.2819,1.2856,1.2514,1.263,0
EURUSD,20100507,1.2629,1.2798,1.2586,1.273,0
EURUSD,20100509,1.2918,1.2949,1.2867,1.2938,0
EURUSD,20100510,1.2937,1.3094,1.2758,1.2787,0
EURUSD,20100511,1.2786,1.2802,1.2627,1.2633,0
EURUSD,20100512,1.2634,1.2738,1.2605,1.2633,0
EURUSD,20100513,1.2632,1.2684,1.2516,1.2522,0
EURUSD,20100514,1.2523,1.2575,1.2358,1.2381,0
EURUSD,20100516,1.2341,1.2368,1.2338,1.235,0
EURUSD,20100517,1.2349,1.2414,1.2234,1.24,0
EURUSD,20100518,1.2399,1.2444,1.2158,1.2172,0
EURUSD,20100519,1.2171,1.2431,1.2144,1.2422,0
EURUSD,20100520,1.2423,1.2597,1.2296,1.2468,0
EURUSD,20100521,1.2469,1.2672,1.2463,1.2571,0
EURUSD,20100523,1.2537,1.2549,1.2534,1.2547,0
EURUSD,20100524,1.2546,1.2562,1.2332,1.2345,0
EURUSD,20100525,1.2348,1.2388,1.2177,1.2371,0
EURUSD,20100526,1.237,1.237,1.2154,1.2161,0
EURUSD,20100527,1.2162,1.2394,1.2153,1.2357,0
EURUSD,20100528,1.2356,1.2452,1.2269,1.227,0
EURUSD,20100530,1.2269,1.2287,1.226,1.2285,0
EURUSD,20100531,1.2284,1.2334,1.2267,1.2308,0
EURUSD,20100601,1.2307,1.2353,1.211,1.221,0
EURUSD,20100602,1.2211,1.2273,1.2174,1.2249,0
EURUSD,20100603,1.225,1.2326,1.2152,1.2161,0
EURUSD,20100604,1.2162,1.2215,1.1955,1.1965,0
EURUSD,20100606,1.1927,1.1949,1.1925,1.1947,0
EURUSD,20100607,1.1948,1.1991,1.1876,1.1917,0
EURUSD,20100608,1.1916,1.2008,1.1902,1.1964,0
EURUSD,20100609,1.1965,1.2072,1.1924,1.1985,0
EURUSD,20100610,1.1984,1.2142,1.1956,1.2108,0
EURUSD,20100611,1.2107,1.2152,1.2045,1.2093,0
EURUSD,20100613,1.2127,1.2131,1.2117,1.2119,0
EURUSD,20100614,1.2121,1.2297,1.2116,1.2213,0
EURUSD,20100615,1.2212,1.2349,1.2168,1.2323,0
EURUSD,20100616,1.2322,1.2353,1.2254,1.2299,0
EURUSD,20100617,1.2298,1.2412,1.2242,1.238,0
EURUSD,20100618,1.2379,1.2415,1.2354,1.2373,0
EURUSD,20100620,1.2449,1.2468,1.2423,1.2429,0
EURUSD,20100621,1.2427,1.2466,1.2304,1.2323,0
EURUSD,20100622,1.2324,1.2354,1.2252,1.2268,0
EURUSD,20100623,1.2267,1.2343,1.2209,1.231,0
EURUSD,20100624,1.2309,1.2388,1.2261,1.2328,0
EURUSD,20100625,1.2329,1.2395,1.2254,1.2384,0
EURUSD,20100627,1.2372,1.2381,1.2369,1.2378,0
EURUSD,20100628,1.2379,1.2397,1.2265,1.2281,0
EURUSD,20100629,1.228,1.229,1.2151,1.2188,0
EURUSD,20100630,1.219,1.2304,1.2166,1.2232,0
EURUSD,20100701,1.2231,1.254,1.2193,1.2518,0
EURUSD,20100702,1.2516,1.2611,1.2482,1.255,0
EURUSD,20100704,1.2562,1.2562,1.2553,1.2556,0
EURUSD,20100705,1.2555,1.2563,1.2509,1.2537,0
EURUSD,20100706,1.2538,1.2662,1.248,1.2625,0
EURUSD,20100707,1.2624,1.2664,1.2553,1.263,0
EURUSD,20100708,1.2632,1.2712,1.262,1.2693,0
EURUSD,20100709,1.2692,1.2722,1.2609,1.2639,0
EURUSD,20100711,1.2637,1.2643,1.2628,1.2642,0
EURUSD,20100712,1.2641,1.2647,1.2551,1.2589,0
EURUSD,20100713,1.259,1.2738,1.2522,1.2727,0
EURUSD,20100714,1.2726,1.2777,1.2683,1.2742,0
EURUSD,20100715,1.2741,1.2954,1.2709,1.2932,0
EURUSD,20100716,1.2931,1.3007,1.289,1.2926,0
EURUSD,20100718,1.2905,1.2908,1.2887,1.2898,0
EURUSD,20100719,1.2899,1.2992,1.2871,1.2947,0
EURUSD,20100720,1.2946,1.3027,1.2839,1.2891,0
EURUSD,20100721,1.2892,1.2913,1.2733,1.2753,0
EURUSD,20100722,1.2754,1.293,1.2737,1.2888,0
EURUSD,20100723,1.2887,1.2966,1.2793,1.2915,0
EURUSD,20100725,1.2892,1.2911,1.2888,1.2895,0
EURUSD,20100726,1.2894,1.3005,1.2877,1.2987,0
EURUSD,20100727,1.2986,1.3046,1.2952,1.3,0
EURUSD,20100728,1.3001,1.3041,1.2967,1.2988,0
EURUSD,20100729,1.2989,1.3106,1.2978,1.308,0
EURUSD,20100730,1.3078,1.3093,1.298,1.303,0
EURUSD,20100801,1.3062,1.3067,1.3061,1.3062,0
EURUSD,20100802,1.3061,1.3194,1.3053,1.3175,0
EURUSD,20100803,1.3174,1.3262,1.3147,1.3226,0
EURUSD,20100804,1.3227,1.3239,1.3131,1.3154,0
EURUSD,20100805,1.3156,1.3235,1.3119,1.3185,0
EURUSD,20100806,1.3184,1.3333,1.3157,1.3292,0
EURUSD,20100808,1.3293,1.3296,1.3288,1.3291,0
EURUSD,20100809,1.329,1.3307,1.3216,1.3224,0
EURUSD,20100810,1.3225,1.3231,1.3074,1.3174,0
EURUSD,20100811,1.3175,1.3186,1.283,1.2845,0
EURUSD,20100812,1.2844,1.2932,1.278,1.2827,0
EURUSD,20100813,1.2826,1.2906,1.2752,1.2753,0
EURUSD,20100815,1.2765,1.2769,1.2759,1.2767,0
EURUSD,20100816,1.2766,1.287,1.2734,1.2822,0
EURUSD,20100817,1.2821,1.2915,1.2804,1.2879,0
EURUSD,20100818,1.288,1.2921,1.2824,1.2853,0
EURUSD,20100819,1.2854,1.2902,1.2772,1.2815,0
EURUSD,20100820,1.2816,1.2833,1.2664,1.2708,0
EURUSD,20100822,1.2704,1.2706,1.2697,1.2705,0
EURUSD,20100823,1.2706,1.2729,1.2646,1.2646,0
EURUSD,20100824,1.2649,1.2718,1.2588,1.2631,0
EURUSD,20100825,1.2632,1.2726,1.2609,1.2663,0
EURUSD,20100826,1.2664,1.2764,1.265,1.2717,0
EURUSD,20100827,1.2716,1.2778,1.2676,1.2733,0
EURUSD,20100829,1.2759,1.2769,1.2756,1.2765,0
EURUSD,20100830,1.2764,1.2765,1.2659,1.2663,0
EURUSD,20100831,1.2664,1.2743,1.2625,1.2689,0
EURUSD,20100901,1.269,1.2856,1.2663,1.2803,0
EURUSD,20100902,1.2802,1.2847,1.2776,1.2825,0
EURUSD,20100903,1.2824,1.2897,1.2808,1.2894,0
EURUSD,20100905,1.2889,1.2895,1.2882,1.2894,0
EURUSD,20100906,1.2893,1.2918,1.2867,1.2875,0
EURUSD,20100907,1.2874,1.2876,1.2677,1.2682,0
EURUSD,20100908,1.2683,1.2763,1.2659,1.2724,0
EURUSD,20100909,1.2723,1.2766,1.2665,1.2697,0
EURUSD,20100910,1.2698,1.2747,1.2644,1.271,0
EURUSD,20100912,1.2716,1.2718,1.2703,1.2708,0
EURUSD,20100913,1.2707,1.2892,1.2704,1.2877,0
EURUSD,20100914,1.2875,1.3033,1.2829,1.2986,0
EURUSD,20100915,1.2987,1.3037,1.2955,1.3013,0
EURUSD,20100916,1.3012,1.3116,1.2976,1.3074,0
EURUSD,20100917,1.3075,1.3159,1.3019,1.3036,0
EURUSD,20100919,1.306,1.3065,1.305,1.3052,0
EURUSD,20100920,1.3051,1.3121,1.3029,1.3062,0
EURUSD,20100921,1.3063,1.3286,1.3057,1.325,0
EURUSD,20100922,1.3251,1.3439,1.3247,1.3399,0
EURUSD,20100923,1.34,1.3413,1.3304,1.3313,0
EURUSD,20100924,1.3314,1.3493,1.3286,1.3491,0
EURUSD,20100926,1.3484,1.3487,1.3478,1.3483,0
EURUSD,20100927,1.3484,1.3506,1.3425,1.344,0
EURUSD,20100928,1.3439,1.3595,1.338,1.3584,0
EURUSD,20100929,1.3583,1.3647,1.3566,1.3621,0
EURUSD,20100930,1.3622,1.3683,1.3559,1.3629,0
EURUSD,20101001,1.363,1.3783,1.3619,1.378,0
EURUSD,20101003,1.3801,1.3806,1.3787,1.3788,0
EURUSD,20101004,1.3787,1.3789,1.3666,1.3674,0
EURUSD,20101005,1.3675,1.3859,1.3637,1.3834,0
EURUSD,20101006,1.3833,1.3948,1.3798,1.3925,0
EURUSD,20101007,1.3924,1.4029,1.3857,1.3913,0
EURUSD,20101008,1.3915,1.3984,1.3833,1.3928,0
EURUSD,20101010,1.3995,1.4011,1.3985,1.4004,0
EURUSD,20101011,1.4002,1.4006,1.3866,1.3882,0
EURUSD,20101012,1.3881,1.3935,1.3775,1.3915,0
EURUSD,20101013,1.3916,1.4001,1.3912,1.396,0
EURUSD,20101014,1.3959,1.4122,1.3954,1.4079,0
EURUSD,20101015,1.4077,1.4158,1.3937,1.3974,0
EURUSD,20101017,1.399,1.3991,1.3966,1.3975,0
EURUSD,20101018,1.3974,1.3998,1.3831,1.3949,0
EURUSD,20101019,1.395,1.4003,1.3713,1.3742,0
EURUSD,20101020,1.3741,1.3991,1.3697,1.3958,0
EURUSD,20101021,1.3957,1.405,1.3871,1.3925,0
EURUSD,20101022,1.3926,1.3971,1.3858,1.3928,0
EURUSD,20101024,1.39717,1.3977,1.39496,1.39506,0
EURUSD,20101025,1.39511,1.40791,1.39331,1.39541,0
EURUSD,20101026,1.39542,1.39809,1.38249,1.38604,0
EURUSD,20101027,1.38609,1.38771,1.37334,1.37739,0
EURUSD,20101028,1.37741,1.39446,1.37669,1.39281,0
EURUSD,20101029,1.39279,1.39506,1.38066,1.39171,0
EURUSD,20101031,1.3967,1.39824,1.39598,1.39708,0
EURUSD,20101101,1.39707,1.40106,1.38631,1.38976,0
EURUSD,20101102,1.38975,1.40571,1.38811,1.40309,0
EURUSD,20101103,1.40308,1.41805,1.39911,1.41232,0
EURUSD,20101104,1.41236,1.42809,1.41016,1.42121,0
EURUSD,20101105,1.42123,1.42481,1.40234,1.40315,0
EURUSD,20101107,1.40551,1.40611,1.4052,1.40551,0
EURUSD,20101108,1.40546,1.40839,1.38869,1.39124,0
EURUSD,20101109,1.3913,1.39731,1.37477,1.37631,0
EURUSD,20101110,1.37636,1.38241,1.36699,1.37742,0
EURUSD,20101111,1.37737,1.38194,1.36361,1.36621,0
EURUSD,20101112,1.36612,1.37759,1.35734,1.36911,0
EURUSD,20101114,1.3707,1.3707,1.3681,1.36831,0
EURUSD,20101115,1.36826,1.37489,1.35626,1.35783,0
EURUSD,20101116,1.35778,1.36549,1.34471,1.34828,0
EURUSD,20101117,1.34838,1.35649,1.34596,1.35293,0
EURUSD,20101118,1.35295,1.36671,1.35289,1.36436,0
EURUSD,20101119,1.36431,1.37311,1.36074,1.36849,0
EURUSD,20101121,1.3717,1.37431,1.371,1.37361,0
EURUSD,20101122,1.37357,1.37851,1.35766,1.36235,0
EURUSD,20101123,1.36232,1.3628,1.33609,1.338,0
EURUSD,20101124,1.3378,1.34204,1.32834,1.3336,0
EURUSD,20101125,1.33358,1.33864,1.32859,1.33454,0
EURUSD,20101126,1.33451,1.33566,1.32001,1.32471,0
EURUSD,20101128,1.328,1.329,1.32656,1.32764,0
EURUSD,20101129,1.32761,1.33009,1.30634,1.31064,0
EURUSD,20101130,1.31075,1.31494,1.29684,1.29809,0
EURUSD,20101201,1.29812,1.31811,1.29701,1.31254,0
EURUSD,20101202,1.31253,1.32464,1.30594,1.32146,0
EURUSD,20101203,1.32144,1.34166,1.31931,1.34111,0
EURUSD,20101205,1.3377,1.34166,1.3375,1.34076,0
EURUSD,20101206,1.34066,1.34216,1.32454,1.33088,0
EURUSD,20101207,1.33087,1.33996,1.32531,1.32649,0
EURUSD,20101208,1.32651,1.32789,1.31794,1.32629,0
EURUSD,20101209,1.32626,1.33219,1.31634,1.32364,0
EURUSD,20101210,1.32365,1.32816,1.31779,1.32271,0
EURUSD,20101212,1.3198,1.32096,1.319,1.32031,0
EURUSD,20101213,1.32041,1.34326,1.31819,1.33861,0
EURUSD,20101214,1.33859,1.34971,1.33621,1.33786,0
EURUSD,20101215,1.33801,1.33805,1.32074,1.32201,0
EURUSD,20101216,1.32202,1.32649,1.31804,1.32424,0
EURUSD,20101217,1.3242,1.33584,1.31321,1.31846,0
EURUSD,20101219,1.3184,1.3186,1.31661,1.31671,0
EURUSD,20101220,1.31666,1.31819,1.30941,1.31196,0
EURUSD,20101221,1.31197,1.32011,1.30731,1.30991,0
EURUSD,20101222,1.3099,1.31809,1.30779,1.31027,0
EURUSD,20101223,1.3103,1.31511,1.30544,1.31096,0
EURUSD,20101224,1.31091,1.31471,1.30888,1.31156,0
EURUSD,20101226,1.31129,1.31172,1.31092,1.31124,0
EURUSD,20101227,1.3114,1.31694,1.30729,1.31621,0
EURUSD,20101228,1.31604,1.32736,1.30934,1.31081,0
EURUSD,20101229,1.31076,1.32379,1.30834,1.32169,0
EURUSD,20101230,1.3217,1.33141,1.32168,1.32901,0
EURUSD,20101231,1.329,1.34237,1.32861,1.33686,0
EURUSD,20110102,1.33466,1.3362,1.3342,1.33426,0
EURUSD,20110103,1.33439,1.33946,1.32499,1.33509,0
EURUSD,20110104,1.33514,1.34329,1.32914,1.33095,0
EURUSD,20110105,1.33093,1.33244,1.31251,1.31501,0
EURUSD,20110106,1.31506,1.31691,1.29834,1.30016,0
EURUSD,20110107,1.30021,1.30204,1.29049,1.29086,0
EURUSD,20110109,1.28771,1.28961,1.2873,1.28931,0
EURUSD,20110110,1.28926,1.29639,1.28734,1.29458,0
EURUSD,20110111,1.29443,1.29919,1.29041,1.29731,0
EURUSD,20110112,1.2973,1.31441,1.29616,1.31279,0
EURUSD,20110113,1.3128,1.33824,1.30881,1.33476,0
EURUSD,20110114,1.33484,1.34561,1.33134,1.33729,0
EURUSD,20110116,1.3384,1.3384,1.3353,1.33701,0
EURUSD,20110117,1.33711,1.33814,1.32444,1.32757,0
EURUSD,20110118,1.3276,1.34651,1.32531,1.33851,0
EURUSD,20110119,1.33856,1.35381,1.33679,1.34554,0
EURUSD,20110120,1.34553,1.35226,1.33954,1.34629,0
EURUSD,20110121,1.34633,1.36236,1.34484,1.36134,0
EURUSD,20110123,1.36406,1.3642,1.36061,1.36066,0
EURUSD,20110124,1.36065,1.36849,1.35394,1.36386,0
EURUSD,20110125,1.36387,1.37031,1.35724,1.36783,0
EURUSD,20110126,1.36782,1.37204,1.36401,1.36968,0
EURUSD,20110127,1.36972,1.37576,1.36361,1.37288,0
EURUSD,20110128,1.37287,1.37456,1.35826,1.36079,0
EURUSD,20110130,1.3587,1.36036,1.35741,1.35776,0
EURUSD,20110131,1.35766,1.37386,1.35696,1.36904,0
EURUSD,20110201,1.36903,1.38419,1.36892,1.38238,0
EURUSD,20110202,1.38232,1.38609,1.37669,1.38041,0
EURUSD,20110203,1.38043,1.38244,1.36094,1.3625,0
EURUSD,20110204,1.36249,1.36774,1.35426,1.35866,0
EURUSD,20110206,1.3561,1.35726,1.3561,1.35671,0
EURUSD,20110207,1.35681,1.36254,1.35074,1.35772,0
EURUSD,20110208,1.35781,1.36876,1.35716,1.36284,0
EURUSD,20110209,1.36289,1.37434,1.36106,1.37239,0
EURUSD,20110210,1.3724,1.37271,1.35764,1.35938,0
EURUSD,20110211,1.35956,1.36201,1.34971,1.35466,0
EURUSD,20110213,1.3506,1.35325,1.3506,1.35241,0
EURUSD,20110214,1.35264,1.35581,1.34281,1.34884,0
EURUSD,20110215,1.34891,1.35496,1.34604,1.34866,0
EURUSD,20110216,1.34871,1.35876,1.34619,1.35606,0
EURUSD,20110217,1.35601,1.36179,1.35364,1.36053,0
EURUSD,20110218,1.36054,1.37141,1.35446,1.36844,0
EURUSD,20110220,1.3701,1.3701,1.36855,1.36896,0
EURUSD,20110221,1.36891,1.37149,1.36464,1.36746,0
EURUSD,20110222,1.36744,1.37029,1.35254,1.36544,0
EURUSD,20110223,1.36541,1.37861,1.36539,1.37491,0
EURUSD,20110224,1.37496,1.38204,1.37036,1.38016,0
EURUSD,20110225,1.38009,1.38379,1.37229,1.37519,0
EURUSD,20110227,1.3758,1.37636,1.37471,1.37476,0
EURUSD,20110228,1.37481,1.38549,1.37111,1.38089,0
EURUSD,20110301,1.38088,1.38529,1.37624,1.37756,0
EURUSD,20110302,1.37752,1.38896,1.37431,1.38634,0
EURUSD,20110303,1.38631,1.39744,1.38319,1.39595,0
EURUSD,20110304,1.39599,1.40064,1.39404,1.39849,0
EURUSD,20110306,1.3992,1.39981,1.3988,1.39931,0
EURUSD,20110307,1.39926,1.40351,1.39549,1.39689,0
EURUSD,20110308,1.39686,1.39881,1.38614,1.39022,0
EURUSD,20110309,1.39049,1.39406,1.38551,1.39039,0
EURUSD,20110310,1.39041,1.39239,1.37744,1.37997,0
EURUSD,20110311,1.38001,1.39036,1.37516,1.39019,0
EURUSD,20110313,1.3975,1.3975,1.39269,1.39524,0
EURUSD,20110314,1.39529,1.40024,1.39039,1.39935,0
EURUSD,20110315,1.39931,1.40121,1.38546,1.39709,0
EURUSD,20110316,1.39714,1.40004,1.38659,1.39134,0
EURUSD,20110317,1.39144,1.40516,1.38684,1.40156,0
EURUSD,20110318,1.40151,1.41836,1.39799,1.41808,0
EURUSD,20110320,1.4175,1.41821,1.41676,1.41821,0
EURUSD,20110321,1.41816,1.42394,1.41386,1.4214,0
EURUSD,20110322,1.42141,1.42476,1.41784,1.41882,0
EURUSD,20110323,1.41881,1.42136,1.40763,1.41002,0
EURUSD,20110324,1.41003,1.42194,1.40529,1.41804,0
EURUSD,20110325,1.41796,1.41929,1.40546,1.40869,0
EURUSD,20110327,1.4042,1.40541,1.40384,1.40444,0
EURUSD,20110328,1.40419,1.41149,1.40204,1.40824,0
EURUSD,20110329,1.40831,1.41479,1.40461,1.41086,0
EURUSD,20110330,1.41081,1.41466,1.40519,1.41248,0
EURUSD,20110331,1.41259,1.42324,1.41154,1.41741,0
EURUSD,20110401,1.41731,1.42444,1.40611,1.42221,0
EURUSD,20110403,1.4233,1.4234,1.42211,1.42296,0
EURUSD,20110404,1.42306,1.42671,1.41919,1.42173,0
EURUSD,20110405,1.42172,1.42449,1.41509,1.42184,0
EURUSD,20110406,1.42186,1.43484,1.42166,1.43303,0
EURUSD,20110407,1.433,1.43351,1.42419,1.43044,0
EURUSD,20110408,1.43031,1.44654,1.42904,1.44551,0
EURUSD,20110410,1.4472,1.4473,1.44506,1.44526,0
EURUSD,20110411,1.44531,1.44829,1.44204,1.44313,0
EURUSD,20110412,1.44315,1.45184,1.43769,1.44783,0
EURUSD,20110413,1.44786,1.45196,1.44129,1.44402,0
EURUSD,20110414,1.44403,1.45139,1.43644,1.44859,0
EURUSD,20110415,1.4486,1.45028,1.43901,1.44254,0
